Did,Oid,Cid,Onum,Duint_price
4162,100,46833,6,172
20561,67,81261,5,100
24806,36,14568,6,334
69346,75,27840,9,123
12831,61,55078,6,307
25386,61,63974,7,550
66236,93,19263,5,534
4070,16,37704,3,854
1232,89,39604,3,945
79608,40,92708,9,274
41553,45,28846,2,793
77523,88,82720,9,593
58119,48,44644,5,939
72919,62,83850,4,172
7687,33,71015,4,488
4211,19,97562,2,981
4178,20,49648,9,863
15508,36,59987,4,299
67851,41,65191,5,542
34082,8,7506,6,740
46555,54,61904,4,910
27187,72,70168,8,844
38648,75,65467,3,813
2833,66,73526,4,163
79159,99,87372,5,187
25833,78,65985,5,78
47822,92,35681,3,845
62143,42,67143,3,162
53018,23,74655,10,939
36045,38,32991,2,534
1212,32,76531,1,724
78717,6,34433,2,781
9393,57,46913,2,145
10293,23,58551,6,421
72657,31,5852,1,24
8649,13,17654,3,403
36706,19,79813,2,852
33238,57,55392,5,941
68902,69,52062,1,79
27740,55,43549,5,44
69080,30,75912,6,81
13087,80,11682,1,613
75583,54,91502,2,102
41616,16,4776,7,582
57704,28,59009,8,778
31531,91,16847,6,395
47262,7,39058,9,478
9404,71,80373,1,666
78831,47,53531,10,956
77791,55,65815,4,817
78084,38,84366,5,746
16708,40,97650,7,344
4998,98,21106,3,1000
67965,52,41986,3,824
63029,27,21344,7,155
39787,14,95080,5,724
38504,84,32291,1,533
46957,97,87702,7,297
17908,59,96333,9,291
15540,15,62683,6,586
32934,30,66317,6,423
31471,46,84596,10,175
43863,31,37949,3,73
32899,45,96415,5,470
74805,40,32696,4,377
10129,69,39423,6,256
9999,49,41937,9,57
23241,25,71787,1,337
10343,51,11783,3,294
67920,38,97305,6,888
23030,49,93169,5,307
58643,9,46956,5,141
15646,35,28931,5,895
17342,93,24935,2,26
12156,40,31216,7,350
55883,88,34210,2,271
38071,44,68091,3,712
65004,41,31801,7,548
62722,98,68844,7,60
51790,22,57332,5,468
3336,41,87386,5,922
79985,74,46297,5,129
36051,94,69793,5,210
19508,75,94910,7,20
65513,44,48317,9,455
6671,93,75777,4,369
41582,64,64195,7,789
23141,37,21781,7,270
76481,56,87054,2,910
44200,53,79681,9,918
13706,16,43170,9,859
36045,67,43165,5,376
19200,55,24816,10,931
62442,4,26535,7,560
13878,63,55642,2,322
20120,67,72743,10,1000
50791,66,2310,1,768
25966,35,80799,3,75
57934,45,82191,9,397
13741,10,46146,5,104
23963,59,53894,8,115
22515,9,44838,7,437
52185,1,19129,2,29
16010,23,21359,9,761
78196,70,69706,10,749
7024,90,64568,9,228
75438,40,28914,1,557
6067,31,76372,6,352
32831,87,12011,2,232
66069,33,17962,3,540
13708,17,29930,3,746
53324,15,96667,7,763
58467,94,58219,8,975
62578,18,10090,7,537
20532,73,38065,3,591
855,63,60604,8,9
12149,57,88466,5,655
50421,43,19760,6,77
72412,45,83676,4,370
78281,14,71663,7,169
17359,2,59278,1,810
75210,88,73858,6,415
18449,11,58943,3,592
42330,38,25724,10,481
14213,18,89752,10,565
30816,57,81366,2,488
67997,12,93998,10,4
7147,66,50928,6,536
37242,65,51925,2,979
39311,80,95223,8,277
355,74,45395,3,452
7246,21,1354,3,641
38399,25,25833,8,466
7182,10,88469,1,380
30926,72,14842,3,445
23727,66,15410,1,143
46039,74,5698,5,928
23302,64,89589,7,106
63052,72,55855,6,782
2104,65,21129,10,181
3260,25,88527,9,496
12856,19,77738,1,512
44954,24,74036,4,826
72361,73,44116,6,105
79160,77,43075,9,451
7901,52,16282,9,878
22233,97,89114,4,324
64688,24,24339,6,132
50986,35,95605,3,330
48109,51,91364,9,72
63451,85,12797,5,648
42168,49,86594,10,345
65435,42,78792,4,258
44014,73,96708,10,859
24973,3,79131,5,236
38047,84,69408,3,259
74915,85,37298,9,167
72583,84,75424,5,466
5115,78,8108,10,248
34524,54,23843,8,92
24368,57,66076,10,851
28783,82,2602,7,60
20215,19,51020,5,518
39454,68,38048,5,216
36123,49,12721,3,764
46710,71,53006,6,811
77866,4,15403,4,464
75604,3,78832,7,537
62399,67,70013,2,364
43626,53,88415,4,136
38164,60,58016,5,656
18973,20,37264,4,493
47491,93,71812,8,305
50219,68,64330,7,451
31009,36,65108,9,560
26752,46,84758,2,581
31604,45,85053,7,539
26095,83,50084,7,293
67364,95,6488,5,919
18222,94,18048,1,667
2651,28,19755,7,30
34210,29,37014,3,496
10388,5,96517,8,999
67849,64,8979,9,806
11578,10,37106,4,988
39689,78,70731,3,413
48919,66,69404,2,222
34466,97,60101,1,461
12671,92,15612,3,562
66376,78,66626,4,467
13541,97,83197,1,772
4307,1,23865,5,861
45868,52,91413,5,203
29117,45,6691,2,623
46193,19,48545,9,870
16746,78,67483,10,98
69227,98,25389,4,422
42664,57,19359,2,861
63917,65,96633,10,319
55786,62,176,6,654
28465,4,7879,4,343
45243,92,87587,8,190
7504,31,67859,5,67
19432,100,17313,10,907
22627,99,43507,4,349
48922,13,45372,1,532
14596,65,56538,5,806
69418,32,537,4,699
16467,65,97810,8,770
36736,39,17945,9,760
24991,87,15263,3,848
70815,24,24595,5,817
67568,17,8430,8,584
53572,5,45776,7,37
2211,12,56180,4,421
19921,72,46460,3,39
30097,41,45327,2,925
1694,25,31885,9,217
30457,20,89677,4,325
20874,55,94752,10,372
48468,14,59806,7,428
66455,52,93468,9,789
33582,45,81959,1,657
69459,90,19720,3,237
75538,19,88428,8,515
70188,28,14770,8,158
72669,28,34807,4,804
65210,23,59773,7,852
66175,92,35413,10,880
18549,63,18336,5,273
23812,29,66690,10,411
54277,85,29278,4,514
25937,93,92973,7,691
70646,87,46714,6,808
19543,93,31258,2,230
39265,100,72103,6,870
7654,34,90852,9,648
36339,64,88339,7,332
37862,62,24300,8,189
9167,41,90706,8,417
7437,16,87224,5,164
35149,35,31653,5,624
38723,98,51494,1,639
37472,21,59329,1,405
10310,2,60951,4,655
4992,97,55082,4,121
32604,76,57940,2,604
72208,98,49138,1,230
4096,67,67604,10,418
21357,85,29279,5,463
71423,21,81719,4,154
41575,34,47905,8,441
38147,67,8040,1,349
36237,67,6494,10,693
243,60,53173,9,195
55441,74,40590,6,197
32266,99,27104,10,412
72127,92,59711,8,741
76025,24,27185,6,130
57269,21,79452,8,75
5716,21,17290,8,689
64693,85,79755,10,352
6234,8,23064,3,899
67623,76,85668,2,255
51024,70,18457,6,937
34402,46,97776,10,363
78667,42,69950,8,674
5838,42,22410,8,413
87,55,16758,7,896
1650,23,30393,9,836
76119,26,35991,9,631
3019,47,24529,2,332
43619,33,98949,8,435
22097,50,64895,5,314
70255,82,56018,5,183
60887,17,28317,9,510
41166,95,37183,10,260
55817,73,36284,7,643
75846,20,99913,3,622
52321,27,52371,7,745
48753,68,87744,2,403
49746,29,58570,1,839
17765,11,37649,9,463
70266,13,23712,3,887
26582,70,33475,3,343
62896,95,42008,5,178
69287,30,81748,2,890
35318,89,98617,2,962
4964,82,52850,8,163
24172,60,83733,9,61
31768,5,92088,5,705
19101,23,44812,1,24
73697,62,30453,3,432
10740,31,37505,2,806
52238,45,36817,5,79
20081,72,41626,1,968
25156,61,73273,3,180
26291,92,78821,8,653
43836,35,45202,3,779
26282,37,3637,10,27
25269,54,65713,8,870
65351,98,42595,8,306
57841,4,32915,1,665
11150,26,40006,4,565
24915,70,90328,1,697
37827,26,86904,1,180
42801,95,30241,6,29
74525,54,55405,10,307
19241,75,73916,9,693
90,59,67733,10,182
61490,95,77636,7,932
15185,80,84319,5,603
70919,17,2155,7,968
71651,72,81900,8,668
8528,62,65159,8,559
17502,59,94317,1,579
62715,35,50909,7,514
41127,67,80543,7,383
8107,13,79354,10,580
21726,34,11751,4,703
73754,18,46998,10,184
67150,82,38669,2,948
59452,69,3425,6,105
44544,5,45874,5,165
73278,86,98818,6,66
53472,12,84752,1,18
68636,60,80634,3,25
8000,4,44956,10,829
6765,100,13072,5,105
28634,93,82465,1,567
4225,14,37321,6,50
44430,51,26848,7,221
49244,35,18096,8,42
43893,85,73963,1,313
64371,23,25755,2,854
29634,95,33364,3,41
75666,43,73708,1,144
23674,66,61824,2,867
14106,16,62917,3,400
4706,96,39711,8,264
5979,47,27446,7,57
63052,95,24361,3,625
41615,39,32408,8,935
19240,19,66074,10,276
1733,51,61295,7,750
30599,55,69336,3,483
60107,10,66882,3,838
73201,39,65420,2,84
62205,71,49205,7,59
75395,100,98871,9,157
18972,96,35734,10,943
20594,79,95784,10,545
50675,3,7558,8,218
74288,21,55218,5,656
40981,34,78304,4,435
12731,83,48926,7,400
51112,81,50377,7,824
27712,53,96842,9,40
33083,53,67321,5,19
55772,31,2485,5,386
46691,41,42846,7,628
11105,19,87447,3,821
17620,4,81860,1,543
1278,35,8354,5,415
67426,98,3257,10,483
39739,68,37787,5,548
8018,66,58754,2,503
34747,84,8776,2,84
39463,60,21716,5,533
56926,19,34042,7,94
8597,35,52644,3,553
29128,5,22627,5,488
74717,6,96290,9,424
65907,52,54865,10,669
17240,12,68174,6,662
58360,95,13448,3,100
7253,31,92517,2,560
12489,2,3421,1,327
31994,28,33946,2,720
74167,11,65824,8,839
3301,6,29498,5,962
75648,53,45477,8,95
69315,2,88598,6,279
58444,55,50329,7,31
78337,11,94274,7,500
59324,79,35080,2,120
47841,66,7623,5,747
34395,1,10084,6,613
60441,45,61970,5,308
29480,82,81764,1,664
22303,34,9524,4,202
13509,17,67972,4,198
78049,39,83171,5,714
17179,44,45552,3,97
7871,50,77435,8,241
3557,19,24291,3,185
48141,55,87094,7,205
47395,39,13750,8,40
42335,10,65176,6,613
3141,81,86143,3,817
27994,47,63694,9,939
76929,50,80836,4,719
28069,69,99667,4,141
51676,88,56659,2,164
72637,38,68827,9,703
70356,38,26104,3,344
14234,13,86318,2,836
42026,15,78151,5,710
12609,61,52998,3,496
4851,14,68056,8,754
66991,69,10269,7,535
63690,94,10704,8,771
55398,26,89858,5,347
57605,52,71391,3,875
10637,67,66881,10,692
35214,88,13349,8,520
71390,10,35787,5,254
23783,22,26715,1,195
31059,8,47413,5,94
60847,90,18189,10,819
67410,33,79432,8,637
62322,25,85965,4,748
52379,55,28658,4,95
46118,6,66971,9,328
29902,8,35400,2,920
17058,73,92819,5,447
69796,23,41019,3,20
22085,4,7222,9,495
52476,47,81777,3,716
35203,83,53960,4,130
29013,51,76115,6,771
59954,58,21206,10,476
60547,20,56241,4,514
58216,10,45544,10,943
38516,33,53721,4,473
13479,63,29167,8,442
22121,34,99151,5,447
40283,49,29144,8,472
21904,60,81917,10,141
61704,75,19425,9,735
75770,29,64909,9,820
29351,5,153,8,486
15822,48,98109,9,897
78251,22,36952,5,377
75913,37,49801,5,546
55220,22,20007,1,178
72887,73,2829,6,651
45883,95,66548,5,256
76344,68,68393,3,602
31787,34,43415,6,228
43175,58,89306,6,319
52633,72,8202,6,109
2990,96,22995,6,599
48519,38,24278,5,829
79238,19,90347,10,311
16227,73,31832,6,882
7504,45,25908,2,455
15569,65,70236,10,935
64315,47,62353,6,596
70080,41,38788,3,974
12585,85,50210,5,685
66939,49,27536,9,880
4218,91,25818,9,196
17376,50,49736,3,241
36230,19,65574,5,110
893,85,52269,5,411
58163,37,70031,9,379
78005,55,60638,6,386
37170,80,88293,9,326
61823,65,96474,5,178
68341,36,16817,7,21
76513,82,24069,1,802
29621,48,66445,4,208
20032,42,86347,9,227
7187,79,14564,9,164
51487,59,58926,8,335
48126,55,49308,6,102
12308,100,75863,9,581
15474,92,58406,9,261
72336,79,5854,8,696
74302,51,70234,10,325
69986,28,52229,9,48
46952,42,87708,8,969
45434,34,46299,8,317
38884,1,92937,5,489
44826,100,26091,10,690
29275,50,13298,4,272
50059,83,68184,7,567
64247,89,90454,10,470
8940,84,69710,2,229
45063,74,35172,10,644
22336,40,6572,9,530
12579,78,65705,1,486
13808,23,43084,5,860
68277,24,53176,4,713
67858,92,70006,1,904
4214,62,4495,5,376
61549,92,2254,9,768
40288,1,28855,4,959
34117,18,82822,5,755
23788,78,32306,5,131
46742,86,3562,9,468
34691,52,32202,5,49
61084,38,49803,10,300
27223,75,73333,1,483
27316,98,59782,3,710
36997,38,13139,7,158
43392,27,55021,6,37
69834,66,10372,2,91
60480,38,6380,6,936
27864,27,3122,6,287
20851,16,99476,5,985
56092,41,65737,3,982
70637,62,8432,6,174
56602,9,72527,7,59
3384,76,65216,8,754
63458,94,34344,2,462
54225,22,52118,10,302
16353,53,59629,7,159
32556,72,89442,1,207
5588,29,22988,10,307
22759,75,75514,7,287
24606,20,15724,10,458
31909,33,98804,4,705
50540,76,31879,6,323
15861,64,2365,3,713
31935,87,8277,4,611
79580,1,68499,1,283
57744,32,1461,10,851
62017,9,1290,4,267
35694,4,57645,5,962
35102,2,2148,9,841
72556,50,42251,8,585
78031,42,55749,1,544
68006,52,32642,4,487
11140,34,39017,8,450
27482,72,81629,9,378
41733,100,69948,10,718
31052,52,32807,9,827
61249,42,89432,1,81
62524,41,87576,5,1
38946,68,30016,4,512
57707,35,29321,1,972
71983,47,27964,4,785
78872,42,93292,8,702
68971,98,94874,7,546
17532,55,63983,9,256
8064,39,84400,5,10
62856,34,98463,2,214
41982,10,44013,1,259
59977,41,47872,3,481
52375,55,18980,2,723
18466,47,3294,6,905
11928,44,27017,6,756
66118,84,97227,9,19
71388,27,23068,6,818
17978,8,29647,4,148
3579,53,75653,9,700
37925,18,28352,3,596
78033,89,92179,1,165
8121,39,74693,5,9
77041,23,89876,2,305
74150,27,4425,7,152
41311,22,16266,3,647
64079,87,20273,9,853
73898,25,87555,9,632
46534,67,15427,8,488
57659,70,87537,3,811
59744,65,3337,7,202
47375,44,31779,3,549
74990,46,13576,2,97
8437,98,58407,2,585
22084,93,39583,6,294
53167,58,84744,4,325
9321,71,98696,3,834
70140,68,19,1,522
51522,63,49877,10,418
70845,88,34520,6,994
4138,25,78837,8,509
10543,60,92313,6,539
11163,62,60979,10,761
43157,57,81291,7,5
36777,87,37071,3,354
16597,64,98850,5,254
78504,43,88726,2,603
71739,11,25632,6,139
24298,21,74360,4,984
66033,1,49539,1,196
25014,32,74079,3,949
12314,16,75586,8,221
78713,96,40021,8,699
36522,8,7402,3,566
45152,31,14459,7,690
19108,35,37994,9,55
12272,27,80761,8,443
45171,32,81300,4,334
26552,25,74308,4,947
69842,81,71703,6,60
13144,94,52801,3,190
39930,48,90357,4,154
57925,98,65733,7,935
74923,40,1549,8,263
14382,15,71293,9,566
74938,85,99104,3,527
18728,62,94379,8,444
39974,20,76060,5,683
45163,39,58748,7,293
51461,77,50419,4,591
78550,2,49112,8,544
26814,2,37795,7,281
50636,71,79253,1,359
3265,80,71540,3,592
11472,24,32074,3,786
34609,8,75356,10,129
58560,6,31984,2,703
47479,11,79990,8,796
68047,91,43906,3,670
64079,41,27998,6,820
33833,28,77049,8,200
64554,71,79873,3,601
11260,68,83009,9,412
72883,58,17120,3,844
29178,58,37290,1,518
77559,99,46412,1,833
70473,74,66939,3,410
49641,68,92409,8,884
22406,96,84868,2,145
13634,29,12787,5,707
13300,43,54485,2,569
23139,39,45173,9,840
2647,13,7219,8,305
38616,90,92879,1,240
47983,61,13779,10,104
46836,76,70603,8,344
20205,9,42575,5,743
48906,83,1684,5,928
65265,98,99158,10,618
14679,97,38873,1,865
1114,1,3605,10,241
55669,62,34568,8,589
49106,83,33250,10,888
28845,35,38863,5,951
57427,52,22430,8,193
2723,29,311,9,250
33385,7,6900,4,77
48433,48,66885,1,3
28242,48,21067,9,97
20096,77,26229,5,458
37814,37,24289,1,784
41248,83,12212,10,847
20839,73,98407,10,947
32081,27,79179,6,460
4211,14,15052,2,606
40459,100,59433,2,297
54691,82,30465,9,947
36986,51,49148,2,881
14696,66,32445,3,360
18504,72,63611,9,309
44998,78,86030,4,739
68188,93,38026,5,668
893,23,43157,6,388
40993,18,61573,10,674
43796,51,25739,6,924
33433,95,52187,8,336
33262,22,10921,9,79
7352,76,32022,7,692
34413,6,13046,3,529
35980,16,56920,7,291
56888,15,47126,4,626
68540,18,72885,8,232
10242,56,56085,9,619
20902,72,46881,3,317
2806,30,31051,2,894
30360,27,35444,7,257
62727,74,54142,10,857
74433,22,7194,8,25
23681,11,48246,7,833
78618,72,97743,6,204
52631,72,39090,9,305
44878,35,69041,7,838
15120,52,48548,2,427
47030,59,79864,4,992
57086,98,83431,7,64
41647,57,25380,4,966
14613,51,11526,10,438
69096,78,80531,3,920
21392,91,81965,9,6
120,5,21050,2,39
71745,13,90106,5,937
9866,81,17065,3,747
36158,51,14118,3,654
24851,6,5547,10,771
49574,29,20814,2,645
31327,2,3325,2,995
25967,3,8732,3,746
37389,83,76742,9,713
75205,46,52431,6,298
73677,42,31548,2,320
23721,15,12015,1,991
26234,13,9260,6,907
79202,66,87585,8,977
78066,47,77493,10,152
14913,80,94462,10,294
46795,98,24225,2,577
47147,56,51091,9,666
65984,10,39738,3,480
39593,72,90324,3,676
43966,68,31693,6,53
79437,39,82931,6,118
20989,73,34538,1,676
45950,54,93889,1,522
34095,56,32852,5,846
37506,54,24214,10,462
48896,71,64634,6,122
24350,37,76413,6,235
22738,10,97818,3,192
50368,14,88768,4,437
21814,70,92087,3,793
3703,3,77570,4,42
12555,22,36809,8,601
13992,77,16896,4,772
39508,63,5187,9,208
71193,5,3695,10,25
25626,87,60383,1,404
44184,6,51862,10,369
59909,56,52989,3,165
21062,68,53687,4,116
13834,59,78475,8,782
57578,47,17928,6,176
7862,82,52520,5,649
40648,17,37350,6,724
20513,6,51675,3,432
78655,17,84243,4,929
62150,32,67494,2,867
15408,15,21683,2,576
29704,63,95118,10,982
65623,69,35090,10,735
10594,58,16414,8,778
13114,21,18396,10,525
35068,63,56848,3,593
46814,73,44876,8,696
25402,34,19172,4,820
63517,84,16499,8,947
38458,60,85141,8,205
53987,88,41319,7,424
13035,2,12557,7,428
51624,34,71863,3,642
5749,14,83171,3,796
11325,100,53572,4,440
51066,53,75652,7,978
16871,17,88411,1,996
17636,47,41011,8,515
60803,17,89962,10,727
76634,72,76200,5,930
32870,85,18896,9,202
18821,35,93752,7,21
55897,35,73949,6,88
37060,71,54965,5,990
3744,53,71292,7,142
18921,86,59388,2,441
72344,85,51517,1,885
66479,23,50852,6,376
14040,39,43428,5,838
17283,67,56530,9,925
35553,97,70277,5,398
30662,12,57949,9,226
38070,16,306,6,627
18847,24,13287,9,272
40016,32,5711,8,586
43871,26,61989,4,857
38203,40,93446,6,971
30204,80,30427,5,511
49988,68,64635,9,290
54126,57,27996,10,728
47044,59,87285,3,42
33951,51,42262,2,10
70179,29,59111,3,68
1876,12,74196,3,150
3955,2,75671,8,869
56764,20,63632,9,287
23950,21,66213,2,335
55820,88,69163,4,822
55814,55,60674,4,352
62170,32,91155,8,8
71335,13,46243,10,588
29271,75,23701,9,77
40110,66,79172,7,390
44129,37,84180,6,881
78144,22,81379,10,744
70603,75,83727,8,777
3320,83,86307,2,740
76374,63,15549,2,953
42694,8,12789,7,590
11642,29,4543,2,592
77548,47,71056,10,906
10549,78,33937,9,572
70919,98,26057,3,642
77896,17,94040,7,141
53853,14,25943,4,480
45917,13,92321,7,181
37735,89,79386,2,764
30634,51,18190,5,268
23263,4,3770,3,606
62400,4,15924,9,565
61471,5,51331,7,850
2952,2,27680,8,664
40227,75,74728,10,501
9831,10,47692,1,624
65177,27,44128,4,409
17181,96,70554,1,936
65571,7,45182,5,161
48046,14,71721,8,363
54435,36,24085,2,732
44741,80,24253,7,907
8946,58,80351,6,771
25768,71,25688,2,929
39642,28,97896,5,790
22035,28,82056,4,861
12489,97,28215,8,378
50541,44,89254,7,893
13109,81,82355,5,951
37176,84,71667,6,448
72334,65,83722,6,988
65043,20,4485,2,222
34355,2,43220,8,799
48781,3,40603,1,161
11035,38,54328,5,581
57367,58,28813,9,85
41509,47,35789,6,518
48176,57,20749,7,129
34781,59,94742,7,195
6157,64,88909,10,919
21230,21,4050,10,732
46199,53,16755,6,786
40321,81,45547,1,222
39146,45,33868,1,530
21127,81,76420,8,546
1042,55,16253,2,259
31397,28,85309,3,567
29591,81,99182,8,139
34012,59,13600,4,741
59656,44,45516,4,797
62029,36,54778,4,752
71035,46,93430,8,219
20405,59,59566,8,663
68475,28,95050,5,429
28703,7,78477,4,55
26685,23,62432,5,712
12151,65,59443,2,370
36309,41,73554,5,883
46653,70,77908,10,758
66155,58,58418,3,595
37078,12,45945,3,596
159,90,48926,5,570
8137,42,20610,6,318
17501,2,1042,3,645
6652,73,34614,6,968
41607,56,81392,1,789
27689,30,59898,3,965
45880,78,72682,2,320
22997,31,39932,7,558
75680,95,33983,6,15
34391,62,56940,1,596
36045,34,51249,8,70
47435,79,37284,6,195
21934,20,9958,9,316
15649,24,26530,10,612
38814,40,76455,1,124
61136,8,28385,9,715
61581,67,94016,7,505
24470,25,35422,9,52
1101,2,98156,2,300
19466,14,80131,10,476
75132,27,96529,4,237
30427,66,82462,3,580
78142,22,42189,8,578
45552,46,19853,8,555
17316,39,92342,5,531
63521,45,92794,5,527
68237,28,17448,8,161
66714,81,86286,2,770
77178,70,33263,2,586
41321,41,63249,7,309
46435,10,61119,6,333
56019,10,82034,3,772
48854,98,29578,3,891
76399,63,52881,5,987
14935,62,74841,1,960
45663,71,37710,3,817
44987,36,19556,3,26
70475,76,90667,7,94
18504,84,31134,6,134
74118,39,69599,7,835
78077,36,85841,5,771
17874,57,61653,8,243
48931,60,63623,9,638
1805,50,33915,2,478
55791,69,66288,5,33
69245,76,99240,10,19
31045,98,61034,6,217
75651,87,75987,10,320
21,63,69703,1,63
55413,99,76151,9,629
29466,91,13949,9,765
74552,94,68074,3,60
5094,20,79417,6,749
52394,2,99751,8,16
66483,6,88989,6,223
5148,76,5970,3,5
12508,70,493,7,783
79137,72,82097,4,11
32795,19,23387,5,700
46529,7,18239,7,148
45175,92,38692,7,942
28793,37,72313,5,76
61911,18,21473,6,748
16629,88,5088,3,85
10905,60,58882,7,738
75972,35,47144,7,588
61357,65,42658,6,389
42373,57,48369,2,401
66999,81,81947,8,101
63497,18,30281,3,303
54934,38,85880,10,745
30969,71,19747,8,453
33237,9,81483,9,55
66711,58,70290,3,467
34903,71,18332,5,153
44275,80,18316,9,124
32989,41,72732,1,494
30058,37,68788,2,941
79452,77,22479,2,264
37648,57,85738,10,913
76995,66,18278,8,329
12635,43,72701,6,545
30659,12,50415,2,427
3140,34,24075,7,884
41385,92,69931,9,456
50250,10,89840,9,340
22706,25,44285,7,862
62600,83,48785,9,43
71376,99,75914,7,912
22765,26,28642,7,626
3269,24,45143,8,226
67786,49,93088,2,689
65643,26,87850,4,979
54139,25,27003,6,294
69263,64,91164,7,361
21429,41,19649,3,340
32556,37,62422,3,29
12032,70,26696,4,39
46421,19,82165,7,299
74075,56,14879,9,179
78265,35,9285,5,778
74072,17,908,3,355
53583,100,13811,1,785
59279,6,3872,10,48
61320,1,74654,4,33
59374,46,89617,9,398
66494,12,88513,2,120
49297,59,53907,1,801
63828,34,24896,2,161
34043,67,21715,6,559
57646,99,42318,10,947
78412,55,45182,5,376
69017,85,2612,5,254
36673,56,84763,9,275
34378,25,4810,10,763
19843,85,99259,9,858
52122,68,80166,8,722
14233,99,3016,1,689
11291,16,69476,4,638
77338,93,86947,6,109
50437,18,38608,6,805
49645,53,37610,8,269
36616,31,92603,1,390
10798,56,78870,10,472
64568,60,33998,4,682
50016,31,70269,1,636
46237,64,75899,3,301
73251,46,38359,2,621
19166,80,74885,3,535
39258,37,83711,8,170
60710,65,62882,7,139
74000,34,81707,8,249
41009,62,30364,9,802
12803,23,13330,2,179
14921,11,47724,3,696
65342,6,65059,3,752
52946,30,80564,4,444
26897,99,52464,1,109
46908,40,52388,6,809
41902,86,51910,4,985
64913,34,80362,10,734
58430,30,6327,10,964
77256,25,51331,8,395
60547,8,62379,5,68
18673,28,30600,1,802
22393,71,10252,7,456
13591,100,96986,7,941
36708,47,84033,7,856
35869,89,15804,5,229
34016,72,77857,2,951
75339,56,59129,8,750
79839,84,12810,8,242
73858,85,42647,2,225
4739,81,84271,4,280
21280,77,46906,6,835
18017,39,61444,6,440
11794,87,93948,4,265
17683,19,65166,3,918
7900,10,26510,3,421
45904,13,31980,8,134
62678,32,68053,8,388
64747,20,12802,4,242
18522,94,617,8,461
23990,87,74858,10,626
32501,64,93022,9,488
53165,36,33938,3,36
27361,63,66192,2,490
21668,38,82737,9,203
69080,56,58278,9,302
60625,22,93759,4,596
34121,3,64868,4,273
32912,6,91541,8,510
18266,69,88701,1,240
9319,65,55301,8,264
12509,63,74836,8,415
70463,39,26644,9,584
12853,56,83663,6,821
418,81,57181,8,887
27648,86,66235,8,182
50754,85,41367,1,215
7119,8,61987,10,679
14538,52,34331,7,705
70688,56,23974,3,254
19921,75,13611,10,109
38571,66,90204,3,590
5433,58,4754,4,524
32922,27,90746,1,250
74652,3,10005,10,840
53217,100,54927,6,940
46356,82,24108,1,86
77871,52,54782,9,509
33349,98,70751,3,446
23027,93,66774,9,156
306,5,26322,6,967
51489,55,57998,10,265
9373,47,75206,6,587
54884,66,23985,6,462
21797,85,99670,7,965
10417,93,99354,8,54
9238,69,37292,7,165
67188,36,91155,9,109
22646,87,90192,4,299
45005,73,96174,4,272
68506,92,14025,6,729
16677,19,84537,8,821
22489,98,4148,3,406
7650,81,2533,10,309
18963,87,38709,4,457
66554,67,71732,10,238
38486,89,71189,2,782
56002,79,35747,8,873
677,86,29417,9,840
17677,45,94318,3,483
42866,86,72798,8,229
75596,87,10267,5,731
29517,18,88517,6,866
16769,60,2423,9,709
71162,92,44845,7,83
52325,69,76658,2,489
4439,44,40242,6,937
54246,49,90258,4,384
72302,32,51573,5,695
43063,6,98020,7,949
63189,18,23632,9,90
7508,51,24128,3,572
2420,28,10673,5,52
78108,75,85801,1,0
35074,30,40647,6,997
59437,1,84166,3,112
60925,17,94490,5,408
64245,54,3265,4,584
9266,59,91912,7,410
71502,42,63454,9,763
34722,5,32341,3,723
38821,33,74248,5,527
61080,89,41441,2,556
5802,69,43717,10,803
1896,41,43133,9,945
7039,3,32728,6,498
62962,34,33391,6,854
33782,8,48033,3,44
64852,44,26193,3,38
54148,77,43435,9,735
20720,96,68285,6,667
5280,98,90121,8,620
78874,34,96217,10,239
52632,92,4343,5,331
73576,42,71200,5,729
53416,88,7541,10,936
21167,83,87435,2,45
13226,70,61872,1,89
8504,59,15645,2,80
10880,22,65554,4,232
49327,55,54083,10,988
42484,55,45206,10,857
78349,64,7367,9,180
32425,15,22980,2,265
44511,11,32681,1,299
35776,26,57248,9,662
30193,2,63673,9,616
13547,93,38692,8,410
16484,58,64853,7,852
10487,46,36493,4,697
59335,93,75877,1,957
25258,94,71159,7,873
76230,13,19916,4,892
9128,75,67567,10,79
72328,16,33825,7,66
28331,26,5240,10,177
12569,49,40035,3,883
16940,47,36371,5,806
70872,25,97362,1,185
77656,52,84358,2,545
61552,76,13759,1,739
56126,61,23619,3,273
45314,25,5820,4,573
39048,37,12578,2,205
56643,24,85142,8,87
8929,20,59453,7,928
35430,88,21218,9,766
43028,96,52189,3,782
55253,91,38629,2,932
76008,52,71670,1,693
35018,30,14108,6,105
78127,80,50558,8,44
75652,53,15333,5,362
28582,31,50571,8,668
65170,83,25010,5,705
17826,42,97265,10,463
40436,31,59385,3,198
67533,45,41665,6,832
71393,87,84330,9,953
19726,25,60428,5,138
59781,100,2387,2,993
73356,48,46991,1,111
72262,87,20992,8,906
14523,29,96046,1,363
39229,66,77427,3,893
16003,67,43492,8,551
55083,31,63939,2,65
47682,99,52246,4,140
61412,2,2284,4,753
66590,43,18659,5,641
78413,74,70844,3,95
5408,99,47826,9,864
46719,14,91076,3,519
46343,71,29897,4,625
57054,12,96650,7,814
69592,57,23914,5,133
76241,13,54309,6,156
45443,33,69904,8,179
71056,9,75267,2,53
60436,38,12889,9,308
